Date,Price,Open,High,Low,Change 
07/01/2014,2.511,2.663,2.837,2.451,-5.99
06/01/2014,2.671,2.861,2.891,2.543,-6.54
05/01/2014,2.858,3.004,3.167,2.798,-5.52
04/01/2014,3.025,3.234,3.318,3.024,-6.58
03/01/2014,3.238,3.507,3.545,3.200,-7.85
02/01/2014,3.514,3.659,3.763,3.477,-4.38
01/01/2014,3.675,4.143,4.148,3.642,-11.34
12/01/2013,4.145,4.127,4.279,3.999,0.44
11/01/2013,4.127,4.018,4.199,3.972,1.93
10/01/2013,4.049,4.302,4.353,3.982,-6.32
09/01/2013,4.322,4.551,4.649,4.237,-4.70
08/01/2013,4.535,4.631,4.658,4.352,-2.75
07/01/2013,4.663,4.752,4.925,4.579,-2.14
06/01/2013,4.765,4.457,5.136,4.403,7.51
05/01/2013,4.432,4.127,4.452,3.946,7.31
04/01/2013,4.130,5.062,5.062,4.102,-18.30
03/01/2013,5.055,5.086,5.162,4.710,-1.17
02/01/2013,5.115,5.182,5.525,4.972,-1.97
01/01/2013,5.218,5.220,5.316,4.844,-1.77
12/01/2012,5.312,5.342,5.678,5.175,-0.26
11/01/2012,5.326,5.649,5.982,5.201,-5.47
10/01/2012,5.634,5.978,5.979,5.278,-5.56
09/01/2012,5.966,6.881,6.924,5.560,-11.22
08/01/2012,6.720,6.752,7.417,6.160,-0.59
07/01/2012,6.760,6.334,7.739,6.147,4.00
06/01/2012,6.500,6.567,7.282,5.985,-0.76
05/01/2012,6.550,5.780,6.714,5.657,13.13
04/01/2012,5.790,5.330,6.156,5.264,8.22
03/01/2012,5.350,4.987,5.547,4.830,7.21
02/01/2012,4.990,4.961,5.632,4.842,-0.60
01/01/2012,5.020,5.149,5.773,4.969,-1.30
12/01/2011,5.086,6.281,6.314,5.062,-18.84
11/01/2011,6.267,5.383,6.857,5.383,12.86
10/01/2011,5.553,5.191,5.652,4.966,8.06
09/01/2011,5.139,5.097,5.460,4.984,1.64
08/01/2011,5.056,6.136,6.524,4.915,-17.61
07/01/2011,6.137,5.450,6.402,5.351,12.42
06/01/2011,5.459,5.449,5.782,5.215,1.75
05/01/2011,5.365,5.297,5.626,5.212,1.42
04/01/2011,5.290,5.377,5.625,5.163,-0.11
03/01/2011,5.296,5.424,5.572,5.118,-1.65
02/01/2011,5.385,5.443,5.515,5.006,0.13
01/01/2011,5.378,5.503,5.649,5.113,-1.92
12/01/2010,5.483,5.592,5.651,4.983,-1.65
11/01/2010,5.575,4.250,5.753,4.203,32.14
10/01/2010,4.219,4.151,4.240,3.952,1.83
09/01/2010,4.143,4.093,4.285,3.987,2.17
08/01/2010,4.055,4.249,4.364,3.986,-4.16
07/01/2010,4.231,4.625,4.808,4.111,-7.50
06/01/2010,4.574,4.295,5.043,4.268,6.42
05/01/2010,4.298,4.102,4.786,3.925,6.36
04/01/2010,4.041,3.824,4.306,3.790,5.81
03/01/2010,3.819,3.838,3.973,3.794,-1.47
02/01/2010,3.876,4.139,4.194,3.863,-6.29
01/01/2010,4.136,4.023,4.256,3.911,3.97
12/01/2009,3.978,3.763,4.011,3.696,6.05
11/01/2009,3.751,3.780,3.944,3.732,-1.70
10/01/2009,3.816,3.858,3.931,3.717,0.55
09/01/2009,3.795,3.762,3.977,3.755,0.11
08/01/2009,3.791,3.873,4.009,3.719,-1.17
07/01/2009,3.836,4.149,4.204,3.836,-7.34
06/01/2009,4.140,4.394,4.523,4.109,-5.93
05/01/2009,4.401,3.963,4.460,3.878,11.79
04/01/2009,3.937,4.056,4.233,3.890,-2.93
03/01/2009,4.056,4.229,4.281,3.974,-4.94
02/01/2009,4.267,4.384,4.542,4.099,-2.62
01/01/2009,4.382,3.895,4.540,3.734,15.62
12/01/2008,3.790,3.873,4.073,3.658,-3.12
11/01/2008,3.912,4.587,4.597,3.799,-14.49
10/01/2008,4.575,4.581,4.751,4.243,-0.41
09/01/2008,4.594,4.538,4.782,4.390,1.21
08/01/2008,4.539,4.666,4.711,4.440,-2.89
07/01/2008,4.674,4.899,5.005,4.634,-4.65
06/01/2008,4.902,4.626,4.969,4.520,6.24
05/01/2008,4.614,4.395,4.663,4.260,4.98
04/01/2008,4.395,4.225,4.524,4.209,4.07
03/01/2008,4.223,4.138,4.488,4.073,1.83
02/01/2008,4.147,4.097,4.382,3.968,1.27
01/01/2008,4.095,4.401,4.438,3.926,-7.02
12/01/2007,4.404,4.281,4.463,4.161,2.75
11/01/2007,4.286,4.391,4.436,4.131,-2.66
10/01/2007,4.403,4.430,4.518,4.223,-0.65
09/01/2007,4.432,4.348,4.507,4.195,1.60
08/01/2007,4.362,4.362,4.362,4.362,-0.93
07/01/2007,4.403,4.403,4.403,4.403,-4.74
06/01/2007,4.622,4.622,4.622,4.622,3.68
05/01/2007,4.458,4.458,4.458,4.458,6.35
04/01/2007,4.192,4.192,4.192,4.192,2.22
03/01/2007,4.101,4.101,4.101,4.101,2.37
02/01/2007,4.006,4.006,4.006,4.006,-3.56
01/01/2007,4.154,4.154,4.154,4.154,3.93
12/01/2006,3.997,3.997,3.997,3.997,7.24
11/01/2006,3.727,3.727,3.727,3.727,-1.53
10/01/2006,3.785,3.785,3.785,3.785,1.91
09/01/2006,3.714,3.714,3.714,3.714,-0.99
08/01/2006,3.751,3.751,3.751,3.751,-4.34
07/01/2006,3.921,3.921,3.921,3.921,-3.33
06/01/2006,4.056,4.056,4.056,4.056,1.50
05/01/2006,3.996,3.996,3.996,3.996,0.83
04/01/2006,3.963,3.963,3.963,3.963,3.96
03/01/2006,3.812,3.812,3.812,3.812,8.63
02/01/2006,3.509,3.509,3.509,3.509,0.63
01/01/2006,3.487,3.487,3.487,3.487,5.00
12/01/2005,3.321,3.321,3.321,3.321,-4.35
11/01/2005,3.472,3.472,3.472,3.472,3.21
10/01/2005,3.364,3.364,3.364,3.364,7.27
09/01/2005,3.136,3.136,3.136,3.136,1.82
08/01/2005,3.080,3.080,3.080,3.080,-4.82
07/01/2005,3.236,3.236,3.236,3.236,3.82
06/01/2005,3.117,3.117,3.117,3.117,-4.50
05/01/2005,3.264,3.264,3.264,3.264,-4.73
04/01/2005,3.426,3.426,3.426,3.426,-5.85
03/01/2005,3.639,3.639,3.639,3.639,-2.80
02/01/2005,3.744,3.744,3.744,3.744,5.20
01/01/2005,3.559,3.559,3.559,3.559,-3.94
12/01/2004,3.705,3.705,3.705,3.705,-0.86
11/01/2004,3.737,3.737,3.737,3.737,-3.49
10/01/2004,3.872,3.872,3.872,3.872,-3.34
09/01/2004,4.006,4.006,4.006,4.006,-0.94
08/01/2004,4.044,4.044,4.044,4.044,-4.58
07/01/2004,4.238,4.238,4.238,4.238,-2.31
06/01/2004,4.338,4.338,4.338,4.338,-1.57
05/01/2004,4.407,4.407,4.407,4.407,3.72
04/01/2004,4.249,4.249,4.249,4.249,5.43
03/01/2004,4.030,4.030,4.030,4.030,-0.44
02/01/2004,4.048,4.048,4.048,4.048,-4.57
01/01/2004,4.242,4.242,4.242,4.242,-1.16
12/01/2003,4.292,4.292,4.292,4.292,-3.70
11/01/2003,4.457,4.457,4.457,4.457,3.10
10/01/2003,4.323,4.323,4.323,4.323,7.43
09/01/2003,4.024,4.024,4.024,4.024,-5.18
08/01/2003,4.244,4.244,4.244,4.244,0.52
07/01/2003,4.222,4.222,4.222,4.222,8.95
06/01/2003,3.875,3.875,3.875,3.875,1.23
05/01/2003,3.828,3.828,3.828,3.828,-8.51
04/01/2003,4.184,4.184,4.184,4.184,3.08
03/01/2003,4.059,4.059,4.059,4.059,3.26
02/01/2003,3.931,3.931,3.931,3.931,-4.24
01/01/2003,4.105,4.105,4.105,4.105,-3.80
12/01/2002,4.267,4.267,4.267,4.267,-6.55
11/01/2002,4.566,4.566,4.566,4.566,-1.85
10/01/2002,4.652,4.652,4.652,4.652,4.73
09/01/2002,4.442,4.442,4.442,4.442,-5.57
08/01/2002,4.704,4.704,4.704,4.704,-4.25
07/01/2002,4.913,4.913,4.913,4.913,-4.08
06/01/2002,5.122,5.122,5.122,5.122,-4.01
05/01/2002,5.336,5.336,5.336,5.336,0.74
04/01/2002,5.297,5.297,5.297,5.297,-2.41
03/01/2002,5.428,5.428,5.428,5.428,5.87
