Date,Price,Open,High,Low,Change 
02/01/2001,5.158,5.158,5.158,5.158,-0.60
01/01/2001,5.189,5.189,5.189,5.189,-1.76
12/01/2000,5.282,5.282,5.282,5.282,-2.42
11/01/2000,5.413,5.413,5.413,5.413,-3.46
10/01/2000,5.607,5.607,5.607,5.607,-0.32
09/01/2000,5.625,5.625,5.625,5.625,-0.55
08/01/2000,5.656,5.656,5.656,5.656,1.65
07/01/2000,5.564,5.564,5.564,5.564,0.00
06/01/2000,5.564,5.564,5.564,5.564,0.11
05/01/2000,5.558,5.558,5.558,5.558,-0.82
04/01/2000,5.604,5.604,5.604,5.604,1.56
03/01/2000,5.518,5.518,5.518,5.518,-4.27
02/01/2000,5.764,5.764,5.764,5.764,-1.03
01/01/2000,5.824,5.824,5.824,5.824,3.70
