Date,Price,Open,High,Low,Change 
09/01/2019,1.995,1.858,2.194,1.789,8.90
08/01/2019,1.832,2.181,2.255,1.693,-15.85
07/01/2019,2.177,2.405,2.405,1.975,-9.06
06/01/2019,2.394,2.639,2.654,2.317,-9.63
05/01/2019,2.649,3.013,3.090,2.631,-11.99
04/01/2019,3.010,2.863,3.035,2.857,5.99
03/01/2019,2.840,2.955,2.995,2.784,-3.86
02/01/2019,2.954,2.749,2.954,2.650,8.17
01/01/2019,2.731,2.810,2.918,2.631,-4.04
12/01/2018,2.846,3.045,3.129,2.810,-6.50
11/01/2018,3.044,3.246,3.370,2.977,-5.14
10/01/2018,3.209,3.267,3.407,3.100,-0.80
09/01/2018,3.235,3.206,3.364,3.159,1.63
08/01/2018,3.183,3.190,3.217,3.084,-0.13
07/01/2018,3.187,3.255,3.357,3.063,-0.78
06/01/2018,3.212,3.269,3.379,3.132,-1.92
05/01/2018,3.275,3.089,3.390,3.071,6.47
04/01/2018,3.076,3.189,3.225,2.960,-2.87
03/01/2018,3.167,3.380,3.405,3.167,-5.46
02/01/2018,3.350,3.572,3.640,3.348,-7.48
01/01/2018,3.621,3.320,3.621,3.212,9.73
12/01/2017,3.300,3.361,3.382,3.204,-1.37
11/01/2017,3.346,3.452,3.521,3.307,-2.85
10/01/2017,3.444,3.378,3.543,3.265,2.04
09/01/2017,3.375,3.298,3.425,3.122,2.65
08/01/2017,3.288,3.386,3.456,3.261,-2.38
07/01/2017,3.368,3.350,3.451,3.243,1.26
06/01/2017,3.326,3.245,3.411,3.111,2.81
05/01/2017,3.235,3.479,3.516,3.213,-5.79
04/01/2017,3.434,3.496,3.504,3.354,-2.19
03/01/2017,3.511,3.845,3.870,3.476,-8.09
02/01/2017,3.820,3.885,3.930,3.704,-1.75
01/01/2017,3.888,3.687,3.973,3.489,7.08
12/01/2016,3.631,3.662,3.884,3.411,-0.41
11/01/2016,3.646,3.090,3.751,3.047,17.80
10/01/2016,3.095,2.914,3.191,2.866,5.92
09/01/2016,2.922,2.793,2.975,2.747,5.41
08/01/2016,2.772,2.880,2.880,2.606,-3.75
07/01/2016,2.880,2.830,2.982,2.757,-0.93
06/01/2016,2.907,3.100,3.303,2.907,-6.50
05/01/2016,3.109,3.085,3.150,2.911,0.68
04/01/2016,3.088,2.851,3.108,2.807,8.62
03/01/2016,2.843,2.964,3.064,2.793,-3.69
02/01/2016,2.952,3.147,3.226,2.865,-6.61
01/01/2016,3.161,2.985,3.377,2.737,7.19
12/01/2015,2.949,2.699,3.344,2.654,9.59
11/01/2015,2.691,2.678,2.970,2.495,0.49
10/01/2015,2.678,2.853,2.865,2.533,-6.10
09/01/2015,2.852,2.977,3.216,2.717,-4.23
08/01/2015,2.978,2.957,3.183,2.690,0.98
07/01/2015,2.949,3.332,3.332,2.856,-11.41
06/01/2015,3.329,2.947,3.403,2.903,13.04
05/01/2015,2.945,2.652,3.046,2.573,11.26
04/01/2015,2.647,2.327,2.707,2.236,13.85
03/01/2015,2.325,2.183,2.565,2.122,7.39
02/01/2015,2.165,2.012,2.429,1.983,8.47
01/01/2015,1.996,2.524,2.528,1.939,-32.22
12/01/2014,2.945,2.406,2.734,2.389,22.76
11/01/2014,2.399,2.578,2.751,2.363,-6.44
10/01/2014,2.564,3.069,3.096,2.468,-14.28
09/01/2014,2.991,3.137,3.345,2.810,-4.50
08/01/2014,3.132,3.436,3.582,3.003,-8.45
07/01/2014,3.421,3.468,3.532,3.163,-2.54
06/01/2014,3.510,3.692,3.746,3.349,-4.36
05/01/2014,3.670,4.049,4.120,3.590,-9.07
04/01/2014,4.036,4.222,4.293,3.998,-4.59
03/01/2014,4.230,4.459,4.527,3.976,-3.53
02/01/2014,4.385,4.735,4.735,4.272,-7.66
01/01/2014,4.749,4.395,4.790,4.264,9.10
12/01/2013,4.353,4.544,4.634,4.153,-3.82
11/01/2013,4.526,4.256,4.611,4.167,8.88
10/01/2013,4.157,4.508,4.508,4.084,-7.52
09/01/2013,4.495,4.475,5.037,4.209,0.67
08/01/2013,4.465,4.026,4.626,3.998,9.33
07/01/2013,4.084,4.350,4.371,3.763,-6.48
06/01/2013,4.367,3.610,4.591,3.455,20.77
05/01/2013,3.616,3.223,3.634,3.004,12.40
04/01/2013,3.217,3.927,3.927,3.166,-18.04
03/01/2013,3.925,3.969,4.075,3.681,-1.23
02/01/2013,3.974,3.946,4.119,3.885,1.20
01/01/2013,3.927,3.751,4.107,3.703,5.28
12/01/2012,3.730,4.030,4.138,3.683,-7.40
11/01/2012,4.028,4.556,4.556,3.988,-11.94
10/01/2012,4.574,4.832,4.832,4.428,-2.26
09/01/2012,4.680,4.854,5.021,4.680,-3.78
08/01/2012,4.864,4.878,5.087,4.705,-2.76
07/01/2012,5.002,5.183,5.200,4.816,-2.95
06/01/2012,5.154,5.457,5.478,4.999,-5.67
05/01/2012,5.464,5.390,5.536,5.286,1.07
04/01/2012,5.406,5.498,5.628,5.361,-2.38
03/01/2012,5.538,5.477,5.577,5.314,1.28
02/01/2012,5.468,5.585,5.663,5.453,-2.08
01/01/2012,5.584,5.899,6.017,5.569,-5.47
12/01/2011,5.907,5.944,6.032,5.807,-0.35
11/01/2011,5.928,5.776,6.234,5.709,3.22
