Date,Price,Open,High,Low,Vol.,Change 
07/01/2009,1.5227,1.5244,1.5354,1.5103,,-0.09
06/01/2009,1.5240,1.5090,1.5391,1.5002,,0.93
05/01/2009,1.5099,1.5097,1.5246,1.5008,,0.03
04/01/2009,1.5095,1.5097,1.5305,1.5012,,-0.06
03/01/2009,1.5104,1.4789,1.5452,1.4577,,1.83
02/01/2009,1.4832,1.4841,1.5158,1.4700,,-0.05
01/01/2009,1.4840,1.4963,1.5207,1.4654,,-0.63
12/01/2008,1.4934,1.5424,1.5892,1.4753,,-3.11
11/01/2008,1.5413,1.4756,1.5536,1.4711,,4.55
10/01/2008,1.4742,1.5818,1.5831,1.4301,,-6.76
09/01/2008,1.5811,1.6147,1.6168,1.5667,,-2.17
08/01/2008,1.6162,1.6342,1.6358,1.6089,,-1.10
07/01/2008,1.6341,1.6085,1.6393,1.5987,,1.59
06/01/2008,1.6085,1.6213,1.6279,1.6020,,-0.78
05/01/2008,1.6212,1.6166,1.6383,1.6066,,0.25
04/01/2008,1.6171,1.5679,1.6256,1.5661,,3.09
03/01/2008,1.5686,1.5805,1.5884,1.5372,,-0.76
02/01/2008,1.5806,1.6072,1.6235,1.5797,,-1.62
01/01/2008,1.6067,1.6533,1.6562,1.5812,,-2.87
12/01/2007,1.6541,1.6550,1.6747,1.6444,,-0.18
11/01/2007,1.6570,1.6771,1.6795,1.6294,,-1.22
10/01/2007,1.6774,1.6619,1.6831,1.6568,,0.95
09/01/2007,1.6616,1.6459,1.6621,1.6327,,0.86
08/01/2007,1.6475,1.6422,1.6540,1.6169,,0.30
07/01/2007,1.6426,1.6535,1.6689,1.6410,,-0.70
06/01/2007,1.6542,1.6479,1.6675,1.6414,,0.37
05/01/2007,1.6481,1.6472,1.6617,1.6410,,0.04
04/01/2007,1.6475,1.6224,1.6492,1.6203,,1.46
03/01/2007,1.6238,1.6138,1.6276,1.5921,,0.67
02/01/2007,1.6130,1.6211,1.6296,1.6078,,-0.48
01/01/2007,1.6208,1.6073,1.6265,1.6035,,0.80
12/01/2006,1.6080,1.5863,1.6107,1.5850,,1.32
11/01/2006,1.5871,1.5875,1.6017,1.5805,,-0.05
10/01/2006,1.5879,1.5853,1.5969,1.5816,,0.20
09/01/2006,1.5848,1.5768,1.5970,1.5749,,0.55
08/01/2006,1.5762,1.5706,1.5852,1.5697,,0.27
07/01/2006,1.5719,1.5636,1.5791,1.5581,,0.53
06/01/2006,1.5636,1.5613,1.5691,1.5482,,0.15
05/01/2006,1.5612,1.5632,1.5682,1.5445,,-0.26
04/01/2006,1.5653,1.5802,1.5861,1.5627,,-0.93
03/01/2006,1.5800,1.5637,1.5824,1.5576,,1.01
02/01/2006,1.5642,1.5534,1.5682,1.5511,,0.70
01/01/2006,1.5533,1.5567,1.5578,1.5399,,-0.15
12/01/2005,1.5556,1.5499,1.5659,1.5344,,0.34
11/01/2005,1.5504,1.5449,1.5524,1.5351,,0.33
10/01/2005,1.5453,1.5543,1.5574,1.5411,,-0.71
09/01/2005,1.5564,1.5458,1.5596,1.5391,,0.63
08/01/2005,1.5467,1.5617,1.5686,1.5425,,-1.04
07/01/2005,1.5629,1.5502,1.5673,1.5429,,0.74
06/01/2005,1.5514,1.5348,1.5537,1.5279,,1.00
05/01/2005,1.5360,1.5383,1.5532,1.5340,,-0.20
04/01/2005,1.5391,1.5505,1.5589,1.5339,,-0.77
03/01/2005,1.5510,1.5375,1.5585,1.5332,,0.85
02/01/2005,1.5379,1.5497,1.5637,1.5338,,-0.75
01/01/2005,1.5495,1.5445,1.5552,1.5382,,0.40
12/01/2004,1.5433,1.5151,1.5506,1.5107,,1.86
11/01/2004,1.5151,1.5272,1.5390,1.4980,,-0.81
10/01/2004,1.5275,1.5484,1.5566,1.5235,,-1.39
09/01/2004,1.5490,1.5417,1.5555,1.5223,,0.41
08/01/2004,1.5426,1.5366,1.5502,1.5276,,0.16
07/01/2004,1.5402,1.5228,1.5461,1.5120,,1.09
06/01/2004,1.5236,1.5280,1.5334,1.5017,,-0.32
05/01/2004,1.5285,1.5527,1.5571,1.5239,,-1.67
04/01/2004,1.5545,1.5581,1.5697,1.5411,,-0.24
03/01/2004,1.5582,1.5750,1.5933,1.5448,,-1.19
02/01/2004,1.5769,1.5674,1.5826,1.5612,,0.52
01/01/2004,1.5687,1.5601,1.5742,1.5452,,0.52
12/01/2003,1.5606,1.5490,1.5663,1.5430,,0.79
11/01/2003,1.5484,1.5512,1.5756,1.5407,,-0.28
10/01/2003,1.5527,1.5368,1.5556,1.5344,,1.06
09/01/2003,1.5364,1.5368,1.5633,1.5283,,-0.04
08/01/2003,1.5370,1.5382,1.5521,1.5277,,-0.14
07/01/2003,1.5391,1.5535,1.5603,1.5279,,-1.02
06/01/2003,1.5550,1.5213,1.5565,1.5204,,1.67
05/01/2003,1.5295,1.5142,1.5334,1.5004,,0.91
04/01/2003,1.5157,1.4740,1.5163,1.4729,,2.75
03/01/2003,1.4752,1.4606,1.4842,1.4557,,0.97
02/01/2003,1.4610,1.4688,1.4740,1.4572,,-0.54
01/01/2003,1.4689,1.4494,1.4717,1.4466,,1.26
12/01/2002,1.4506,1.4734,1.4809,1.4427,,-1.65
11/01/2002,1.4750,1.4622,1.4782,1.4564,,0.81
10/01/2002,1.4631,1.4563,1.4726,1.4532,,0.43
09/01/2002,1.4568,1.4656,1.4752,1.4527,,-1.04
08/01/2002,1.4721,1.4501,1.4747,1.4425,,1.39
07/01/2002,1.4519,1.4680,1.4762,1.4420,,-1.13
06/01/2002,1.4685,1.4635,1.4798,1.4609,,0.15
05/01/2002,1.4663,1.4554,1.4708,1.4469,,0.72
04/01/2002,1.4558,1.4640,1.4734,1.4538,,-0.72
03/01/2002,1.4663,1.4738,1.4821,1.4564,,-0.58
02/01/2002,1.4748,1.4767,1.4856,1.4680,,-0.12
01/01/2002,1.4766,1.4781,1.4889,1.4618,,-0.13
12/01/2001,1.4785,1.4709,1.4906,1.4582,,0.48
11/01/2001,1.4715,1.4702,1.4782,1.4506,,0.02
10/01/2001,1.4712,1.4774,1.4922,1.4631,,-0.39
09/01/2001,1.4770,1.5103,1.5210,1.4382,,-2.59
08/01/2001,1.5163,1.5118,1.5269,1.5009,,0.23
07/01/2001,1.5128,1.5234,1.5285,1.4992,,-0.79
06/01/2001,1.5249,1.5179,1.5338,1.5107,,0.34
05/01/2001,1.5197,1.5382,1.5523,1.5174,,-1.32
04/01/2001,1.5400,1.5240,1.5416,1.5023,,0.72
03/01/2001,1.5290,1.5413,1.5477,1.5163,,-0.84
02/01/2001,1.5419,1.5309,1.5451,1.5249,,0.67
01/01/2001,1.5317,1.5174,1.5479,1.5042,,0.91
12/01/2000,1.5179,1.5082,1.5328,1.4978,,0.61
11/01/2000,1.5087,1.5270,1.5484,1.5040,,-1.16
10/01/2000,1.5264,1.5267,1.5309,1.4838,,0.15
09/01/2000,1.5241,1.5460,1.5674,1.5038,,-1.52
08/01/2000,1.5476,1.5472,1.5676,1.5355,,0.01
07/01/2000,1.5475,1.5557,1.5602,1.5399,,-0.60
06/01/2000,1.5569,1.5751,1.5800,1.5419,,-1.26
05/01/2000,1.5768,1.5656,1.5829,1.5373,,0.68
04/01/2000,1.5662,1.5900,1.5923,1.5627,,-1.60
03/01/2000,1.5916,1.6056,1.6188,1.5840,,-0.88
02/01/2000,1.6058,1.6076,1.6345,1.5995,,-0.02
01/01/2000,1.6061,1.6020,1.6177,1.5976,,0.22
