Date,Price,Open,High,Low,Change 
06/01/2001,5.425,5.425,5.425,5.425,-0.91
05/01/2001,5.475,5.475,5.475,5.475,2.15
04/01/2001,5.360,5.360,5.360,5.360,5.62
03/01/2001,5.075,5.075,5.075,5.075,-0.63
02/01/2001,5.107,5.107,5.107,5.107,-0.80
01/01/2001,5.148,5.148,5.148,5.148,-1.23
12/01/2000,5.212,5.212,5.212,5.212,-2.65
11/01/2000,5.354,5.354,5.354,5.354,-3.96
10/01/2000,5.575,5.575,5.575,5.575,-0.20
09/01/2000,5.586,5.586,5.586,5.586,-1.13
08/01/2000,5.650,5.650,5.650,5.650,2.47
07/01/2000,5.514,5.514,5.514,5.514,-0.83
06/01/2000,5.560,5.560,5.560,5.560,0.14
05/01/2000,5.552,5.552,5.552,5.552,-0.47
04/01/2000,5.578,5.578,5.578,5.578,1.40
03/01/2000,5.501,5.501,5.501,5.501,-4.76
02/01/2000,5.776,5.776,5.776,5.776,-1.32
01/01/2000,5.853,5.853,5.853,5.853,4.80
