Date,Price,Open,High,Low,Change 
09/01/2002,4.384,4.384,4.384,4.384,-6.32
08/01/2002,4.680,4.680,4.680,4.680,-3.90
07/01/2002,4.870,4.870,4.870,4.870,-4.27
06/01/2002,5.087,5.087,5.087,5.087,-4.25
05/01/2002,5.313,5.313,5.313,5.313,0.84
04/01/2002,5.269,5.269,5.269,5.269,-2.15
03/01/2002,5.385,5.385,5.385,5.385,5.94
02/01/2002,5.083,5.083,5.083,5.083,1.48
01/01/2002,5.009,5.009,5.009,5.009,-1.90
12/01/2001,5.106,5.106,5.106,5.106,8.38
11/01/2001,4.711,4.711,4.711,4.711,4.32
10/01/2001,4.516,4.516,4.516,4.516,-9.01
09/01/2001,4.963,4.963,4.963,4.963,0.36
08/01/2001,4.945,4.945,4.945,4.945,-1.51
07/01/2001,5.021,5.021,5.021,5.021,-4.47
06/01/2001,5.256,5.256,5.256,5.256,-0.76
05/01/2001,5.296,5.296,5.296,5.296,2.36
04/01/2001,5.174,5.174,5.174,5.174,6.68
03/01/2001,4.850,4.850,4.850,4.850,-0.74
02/01/2001,4.886,4.886,4.886,4.886,-0.97
01/01/2001,4.934,4.934,4.934,4.934,-0.92
12/01/2000,4.980,4.980,4.980,4.980,-2.54
11/01/2000,5.110,5.110,5.110,5.110,-4.72
10/01/2000,5.363,5.363,5.363,5.363,-0.07
09/01/2000,5.367,5.367,5.367,5.367,-1.72
08/01/2000,5.461,5.461,5.461,5.461,1.94
07/01/2000,5.357,5.357,5.357,5.357,-0.35
06/01/2000,5.376,5.376,5.376,5.376,0.75
05/01/2000,5.336,5.336,5.336,5.336,-2.24
04/01/2000,5.458,5.458,5.458,5.458,1.64
03/01/2000,5.370,5.370,5.370,5.370,-5.17
02/01/2000,5.663,5.663,5.663,5.663,-0.49
01/01/2000,5.691,5.691,5.691,5.691,3.81
