Date,Price,Open,High,Low,Change 
11/01/2014,0.973,1.200,1.227,0.970,-18.30
10/01/2014,1.191,1.290,1.336,1.108,-7.82
09/01/2014,1.292,1.255,1.469,1.239,3.03
08/01/2014,1.254,1.546,1.586,1.217,-18.99
07/01/2014,1.548,1.601,1.660,1.498,-3.07
06/01/2014,1.597,1.772,1.876,1.572,-9.93
05/01/2014,1.773,1.958,1.992,1.710,-9.91
04/01/2014,1.968,2.099,2.169,1.949,-5.70
03/01/2014,2.087,2.149,2.245,2.020,-5.27
02/01/2014,2.203,2.233,2.315,2.117,-1.52
01/01/2014,2.237,2.463,2.501,2.233,-8.02
12/01/2013,2.432,2.227,2.475,2.203,9.01
11/01/2013,2.231,2.227,2.344,2.208,-0.67
10/01/2013,2.246,2.326,2.527,2.208,-3.73
09/01/2013,2.333,2.525,2.653,2.323,-5.47
08/01/2013,2.468,2.199,2.533,2.164,10.08
07/01/2013,2.242,2.359,2.382,2.159,-4.51
06/01/2013,2.348,2.083,2.526,2.054,13.05
05/01/2013,2.077,1.704,2.110,1.647,21.75
04/01/2013,1.706,2.014,2.048,1.697,-15.42
03/01/2013,2.017,2.160,2.177,1.980,-7.22
02/01/2013,2.174,2.288,2.335,2.133,-3.68
01/01/2013,2.257,2.028,2.317,2.010,13.19
12/01/2012,1.994,2.058,2.086,1.919,-2.83
11/01/2012,2.052,2.256,2.257,2.025,-9.24
10/01/2012,2.261,2.195,2.286,2.021,3.53
09/01/2012,2.184,2.164,2.317,2.155,0.78
08/01/2012,2.167,2.066,2.200,2.009,4.03
07/01/2012,2.083,2.693,2.720,2.021,-23.11
06/01/2012,2.709,2.367,2.777,2.056,15.28
05/01/2012,2.350,2.969,3.016,2.328,-20.90
04/01/2012,2.971,2.913,3.181,2.872,2.20
03/01/2012,2.907,2.992,3.060,2.862,-3.10
02/01/2012,3.000,3.073,3.120,2.837,-2.15
01/01/2012,3.066,3.129,3.432,2.986,-2.73
12/01/2011,3.152,3.397,3.448,2.929,-6.94
11/01/2011,3.387,3.037,3.826,2.928,8.31
10/01/2011,3.127,2.568,3.354,2.515,20.18
09/01/2011,2.602,2.931,2.950,2.458,-10.06
08/01/2011,2.893,3.263,3.332,2.713,-10.68
07/01/2011,3.239,3.511,3.589,3.212,-7.64
06/01/2011,3.507,3.441,3.548,3.283,2.63
05/01/2011,3.417,3.600,3.701,3.348,-4.92
04/01/2011,3.594,3.768,3.823,3.586,-3.15
03/01/2011,3.711,3.570,3.746,3.420,4.48
02/01/2011,3.552,3.571,3.735,3.483,0.37
01/01/2011,3.539,3.336,3.610,3.240,5.64
12/01/2010,3.350,3.204,3.455,3.175,6.21
11/01/2010,3.154,2.921,3.272,2.808,7.24
10/01/2010,2.941,2.672,2.974,2.548,9.99
09/01/2010,2.674,2.488,2.876,2.471,8.52
08/01/2010,2.464,2.964,3.012,2.431,-16.70
07/01/2010,2.958,3.065,3.091,2.903,-3.68
06/01/2010,3.071,2.879,3.202,2.865,5.32
05/01/2010,2.916,3.327,3.367,2.823,-11.42
04/01/2010,3.292,3.423,3.533,3.240,-4.25
03/01/2010,3.438,3.436,3.539,3.365,0.47
02/01/2010,3.422,3.445,3.611,3.391,-1.38
01/01/2010,3.470,3.638,3.662,3.418,-3.72
12/01/2009,3.604,3.426,3.623,3.367,5.26
11/01/2009,3.424,3.538,3.683,3.406,-3.30
10/01/2009,3.541,3.578,3.672,3.445,0.60
09/01/2009,3.520,3.546,3.699,3.501,-0.98
08/01/2009,3.555,3.591,3.775,3.481,-0.62
07/01/2009,3.577,3.748,3.874,3.570,-4.28
06/01/2009,3.737,3.958,4.090,3.713,-5.58
05/01/2009,3.958,3.620,4.040,3.579,10.01
04/01/2009,3.598,3.610,3.797,3.541,-0.85
03/01/2009,3.629,3.614,3.802,3.539,-0.30
02/01/2009,3.640,3.848,3.915,3.474,-3.81
01/01/2009,3.784,3.537,3.958,3.346,10.51
12/01/2008,3.424,3.689,3.790,3.352,-8.08
11/01/2008,3.725,4.313,4.318,3.658,-12.93
10/01/2008,4.278,4.365,4.423,3.973,-1.79
09/01/2008,4.356,4.377,4.573,4.193,-0.43
08/01/2008,4.375,4.532,4.571,4.271,-3.46
07/01/2008,4.532,4.819,4.889,4.524,-6.07
06/01/2008,4.825,4.605,4.869,4.441,4.75
05/01/2008,4.606,4.323,4.641,4.196,6.47
04/01/2008,4.326,4.119,4.452,4.102,5.00
03/01/2008,4.120,3.988,4.183,3.871,3.28
02/01/2008,3.989,4.042,4.217,3.939,-1.68
01/01/2008,4.057,4.416,4.456,3.901,-8.21
12/01/2007,4.420,4.246,4.472,4.128,3.88
11/01/2007,4.255,4.431,4.447,4.110,-3.12
10/01/2007,4.392,4.457,4.557,4.238,-1.57
09/01/2007,4.462,4.325,4.526,4.196,3.82
08/01/2007,4.298,4.298,4.298,4.298,-2.96
07/01/2007,4.429,4.429,4.429,4.429,-4.13
06/01/2007,4.620,4.620,4.620,4.620,4.08
05/01/2007,4.439,4.439,4.439,4.439,4.03
04/01/2007,4.267,4.267,4.267,4.267,3.77
03/01/2007,4.112,4.112,4.112,4.112,3.37
02/01/2007,3.978,3.978,3.978,3.978,-4.10
01/01/2007,4.148,4.148,4.148,4.148,4.30
12/01/2006,3.977,3.977,3.977,3.977,6.45
11/01/2006,3.736,3.736,3.736,3.736,-1.61
10/01/2006,3.797,3.797,3.797,3.797,3.04
09/01/2006,3.685,3.685,3.685,3.685,-1.92
