Date,Price,Open,High,Low,Change 
01/01/2019,0.876,0.875,1.022,0.800,-3.31
12/01/2018,0.906,0.941,1.005,0.865,-1.09
11/01/2018,0.916,0.968,1.047,0.905,-5.37
10/01/2018,0.968,1.001,1.113,0.936,-2.62
09/01/2018,0.994,0.876,1.067,0.858,15.05
08/01/2018,0.864,0.924,0.956,0.827,-4.42
07/01/2018,0.904,0.819,0.927,0.787,11.74
06/01/2018,0.809,0.984,1.091,0.808,-13.66
05/01/2018,0.937,0.984,1.062,0.934,-3.00
04/01/2018,0.966,0.917,1.039,0.866,6.74
03/01/2018,0.905,1.082,1.110,0.888,-16.44
02/01/2018,1.083,1.155,1.192,1.075,-4.58
01/01/2018,1.135,0.696,1.144,0.616,67.40
12/01/2017,0.678,0.581,0.690,0.473,16.10
11/01/2017,0.584,0.583,0.669,0.522,0.69
10/01/2017,0.580,0.766,0.785,0.571,-23.28
09/01/2017,0.756,0.684,0.835,0.614,11.18
08/01/2017,0.680,0.851,0.851,0.672,-17.78
07/01/2017,0.827,0.878,0.994,0.781,-4.61
06/01/2017,0.867,0.773,0.891,0.616,12.60
05/01/2017,0.770,0.875,0.913,0.739,-8.98
04/01/2017,0.846,1.003,1.011,0.832,-13.23
03/01/2017,0.975,0.909,1.192,0.894,10.54
02/01/2017,0.882,1.205,1.242,0.874,-23.97
01/01/2017,1.160,0.786,1.247,0.781,51.44
12/01/2016,0.766,0.888,1.083,0.713,-13.54
11/01/2016,0.886,0.673,1.103,0.607,36.10
10/01/2016,0.651,0.349,0.670,0.315,96.68
09/01/2016,0.331,0.438,0.561,0.307,-23.20
08/01/2016,0.431,0.427,0.513,0.325,3.36
07/01/2016,0.417,0.510,0.550,0.414,-22.20
06/01/2016,0.536,0.779,0.938,0.529,-30.66
05/01/2016,0.773,0.963,0.969,0.755,-21.60
04/01/2016,0.986,0.738,1.010,0.688,34.52
03/01/2016,0.733,0.827,0.988,0.708,-8.99
02/01/2016,0.805,0.830,0.960,0.799,-4.62
01/01/2016,0.844,1.100,1.126,0.840,-26.41
12/01/2015,1.148,1.027,1.279,0.981,14.81
11/01/2015,0.999,1.135,1.309,0.930,-10.84
10/01/2015,1.121,1.248,1.248,1.018,-9.52
09/01/2015,1.239,1.441,1.494,1.203,-14.61
08/01/2015,1.451,1.211,1.452,1.147,20.22
07/01/2015,1.207,1.649,1.716,1.203,-26.49
06/01/2015,1.642,1.260,1.883,1.260,39.15
05/01/2015,1.180,0.855,1.538,0.851,27.29
04/01/2015,0.927,0.770,0.941,0.617,22.46
03/01/2015,0.757,0.879,0.936,0.683,-13.58
02/01/2015,0.876,1.142,1.266,0.859,-23.36
01/01/2015,1.143,1.238,1.411,1.053,-8.05
12/01/2014,1.243,1.374,1.424,1.243,-10.51
11/01/2014,1.389,1.697,1.808,1.372,-19.85
10/01/2014,1.733,1.659,1.953,1.615,4.02
09/01/2014,1.666,1.776,1.909,1.598,-6.77
08/01/2014,1.787,2.225,2.308,1.747,-19.61
07/01/2014,2.223,2.366,2.434,2.161,-5.92
06/01/2014,2.363,2.585,2.651,2.328,-9.67
05/01/2014,2.616,2.847,2.889,2.609,-7.20
04/01/2014,2.819,3.026,3.065,2.813,-6.53
03/01/2014,3.016,3.111,3.114,2.974,-3.15
02/01/2014,3.114,3.308,3.348,3.076,-5.95
01/01/2014,3.311,3.460,3.470,3.174,-4.47
12/01/2013,3.466,3.542,3.601,3.431,-2.20
11/01/2013,3.544,3.505,3.655,3.484,1.14
10/01/2013,3.504,3.890,3.897,3.500,-10.02
09/01/2013,3.894,4.202,4.204,3.841,-7.35
08/01/2013,4.203,3.895,4.204,3.850,7.77
07/01/2013,3.900,4.105,4.131,3.790,-5.48
06/01/2013,4.126,3.891,4.318,3.823,10.26
05/01/2013,3.742,3.567,3.742,3.290,5.44
04/01/2013,3.549,4.256,4.350,3.472,-15.94
03/01/2013,4.222,3.771,4.322,3.637,11.75
02/01/2013,3.778,4.108,4.210,3.613,-7.94
01/01/2013,4.104,4.577,4.658,4.096,-9.46
12/01/2012,4.533,4.656,4.862,4.418,0.47
11/01/2012,4.512,4.851,5.018,4.472,-7.05
10/01/2012,4.854,5.308,5.308,4.720,-8.29
09/01/2012,5.293,5.996,6.089,4.939,-11.12
08/01/2012,5.955,6.085,6.275,5.913,-2.06
07/01/2012,6.080,6.356,6.465,6.079,-5.15
06/01/2012,6.410,7.441,7.533,6.329,-13.58
05/01/2012,7.417,6.751,7.810,6.751,7.51
04/01/2012,6.899,6.945,7.043,6.800,-0.65
03/01/2012,6.944,6.946,7.213,6.824,-0.77
02/01/2012,6.998,7.305,7.407,6.766,-3.56
01/01/2012,7.256,8.625,8.662,7.254,-14.86
12/01/2011,8.522,9.871,9.890,8.341,-9.69
