Date,Price,Open,High,Low,Change 
06/01/2004,4.420,4.420,4.420,4.420,-1.56
05/01/2004,4.490,4.490,4.490,4.490,8.59
04/01/2004,4.135,4.135,4.135,4.135,6.11
03/01/2004,3.897,3.897,3.897,3.897,-3.04
02/01/2004,4.019,4.019,4.019,4.019,-4.76
01/01/2004,4.220,4.220,4.220,4.220,-1.33
12/01/2003,4.277,4.277,4.277,4.277,-3.91
11/01/2003,4.451,4.451,4.451,4.451,3.27
10/01/2003,4.310,4.310,4.310,4.310,7.37
09/01/2003,4.014,4.014,4.014,4.014,-3.83
08/01/2003,4.174,4.174,4.174,4.174,-1.07
07/01/2003,4.219,4.219,4.219,4.219,9.30
06/01/2003,3.860,3.860,3.860,3.860,2.88
05/01/2003,3.752,3.752,3.752,3.752,-8.87
04/01/2003,4.117,4.117,4.117,4.117,0.37
03/01/2003,4.102,4.102,4.102,4.102,3.66
02/01/2003,3.957,3.957,3.957,3.957,-4.86
01/01/2003,4.159,4.159,4.159,4.159,-2.76
12/01/2002,4.277,4.277,4.277,4.277,-7.64
11/01/2002,4.631,4.631,4.631,4.631,-0.28
10/01/2002,4.644,4.644,4.644,4.644,3.80
09/01/2002,4.474,4.474,4.474,4.474,-6.34
08/01/2002,4.777,4.777,4.777,4.777,-3.94
07/01/2002,4.973,4.973,4.973,4.973,-3.88
06/01/2002,5.174,5.174,5.174,5.174,-3.78
05/01/2002,5.377,5.377,5.377,5.377,0.58
04/01/2002,5.346,5.346,5.346,5.346,-1.18
03/01/2002,5.410,5.410,5.410,5.410,5.56
02/01/2002,5.125,5.125,5.125,5.125,1.06
01/01/2002,5.071,5.071,5.071,5.071,-2.42
12/01/2001,5.197,5.197,5.197,5.197,8.18
11/01/2001,4.804,4.804,4.804,4.804,4.19
10/01/2001,4.611,4.611,4.611,4.611,-8.17
09/01/2001,5.021,5.021,5.021,5.021,0.42
08/01/2001,5.000,5.000,5.000,5.000,-1.92
07/01/2001,5.098,5.098,5.098,5.098,-4.39
06/01/2001,5.332,5.332,5.332,5.332,-0.82
05/01/2001,5.376,5.376,5.376,5.376,2.17
04/01/2001,5.262,5.262,5.262,5.262,6.54
03/01/2001,4.939,4.939,4.939,4.939,-0.98
02/01/2001,4.988,4.988,4.988,4.988,-0.50
01/01/2001,5.013,5.013,5.013,5.013,-1.38
12/01/2000,5.083,5.083,5.083,5.083,-2.27
11/01/2000,5.201,5.201,5.201,5.201,-4.97
10/01/2000,5.473,5.473,5.473,5.473,0.50
09/01/2000,5.446,5.446,5.446,5.446,-1.38
08/01/2000,5.522,5.522,5.522,5.522,2.07
07/01/2000,5.410,5.410,5.410,5.410,0.45
06/01/2000,5.386,5.386,5.386,5.386,-6.33
05/01/2000,5.386,5.386,5.386,5.386,-6.33
04/01/2000,5.750,5.750,5.750,5.750,3.79
03/01/2000,5.750,5.750,5.750,5.750,3.79
02/01/2000,5.750,5.750,5.750,5.750,3.79
01/01/2000,5.750,5.750,5.750,5.750,3.79
