Date,Belgium,Denmark,Germany,Spain,France,Italy,Netherlands,Austria,Poland,Finland,Sweden,United States
2000-01-01,4.01,7.17,4.34,4.24,3.53,2.17,-1.31,1.19,0.0,-1.35,2.24,2.84
2000-02-01,3.860278100528872,9.17639569379262,3.0269215213070577,2.6330155210341624,3.687549237735526,5.759088454149355,4.524810869420103,3.3628708331116655,0.0,4.134746790514003,6.8175738112461595,7.57319816184503
2000-03-01,3.9551803025082477,7.4684975685012915,2.495243707756231,2.362484676367773,4.178674719547552,6.837744833039318,6.397396158633349,3.644453163723189,0.0,6.064573339646308,9.248258603572483,8.85050626156338
2000-04-01,4.203509449044869,3.655272341065176,2.409418951555575,2.951030450941936,4.7869537027336735,6.226213287437101,5.549777097592032,2.7859844811010617,0.0,5.579166022974249,9.78745859380103,7.771840193606934
2000-05-01,4.51406838324548,-0.6543132715765758,2.433899644913147,3.92127582969776,5.295963444591486,4.744737968109915,3.2239749162484235,1.5387022745117642,0.0,3.81821121607518,8.690577998753858,5.437115852427595
2000-06-01,4.7956599482168185,-3.8512925524848143,2.233138180037004,4.795843797576349,5.489281202418582,3.2135630258249637,0.6620108445548176,0.6538440332217849,0.0,1.9213952945264248,6.213021035253023,2.946249132477241
2000-07-01,4.957086987065629,-4.326698784720383,1.471586949135203,5.097357339518808,5.15048423351256,2.45293261134946,-0.894093887536501,0.8826472464976085,0.0,1.0284046339053297,2.6101919201205916,1.3991559282077688
2000-08-01,4.891537069912016,-1.2376296511179814,0.01350689902663274,4.518933070842191,4.150945990921118,3.009932395312717,-0.5137927411022662,2.650769678486478,0.0,2.0166628346329336,-1.628466666445517,1.5377886814845336
2000-09-01,4.42092178084891,2.7621126569641783,-1.3648139485195687,3.5319065740758435,2.762786070707127,4.184814897865361,1.311733149841491,4.897758926821715,0.0,4.566493842613469,-4.945242391857942,2.4701739933226095
2000-10-01,3.3468275920608157,4.021603152569739,-1.6270132690819104,2.8295309172794725,1.3724011299417376,4.922284793001948,3.6858817561573836,6.139382335418003,0.0,8.016855797400716,-5.477794374091788,2.838406986038394
2000-11-01,1.5964188198017677,0.05524698904754455,-0.08431659523869789,2.94419351787519,0.3310225106044905,4.397871989251227,5.775746932102456,5.265218399907807,0.0,11.47313659247484,-2.0693900539375627,1.6587149649974864
2000-12-01,-0.2906511526998852,-5.938515001302767,2.2566632292314543,3.6236098532053767,-0.18167209122934486,2.9130413509160027,7.059234540290676,2.9881915979459244,0.0,12.90165470593459,2.9951239607547704,-0.22774766340343366
2001-01-01,-1.5882776623775436,-9.030932362497992,3.873210868212584,4.376628953242569,-0.03822860038565512,1.1120100048917054,7.108866494253491,0.5762815261550838,0.0,9.921978017747026,6.3832303771174725,-1.4242900563711594
2001-02-01,-1.7654479795191513,-5.508576963307743,3.5670666905174615,4.784574252938029,0.7983881308417913,-0.41106086232675276,5.684829037185814,-0.9472923806833259,0.0,1.301133822611736,5.519104020279156,-0.8812907966900569
2001-03-01,-1.3084451918033526,2.004047546391438,1.8320813560191043,4.806892314777306,1.8939000978934675,-1.3233881370884677,3.5255350661138167,-1.8359952600051734,0.0,-8.211414666336637,1.773048573085731,0.6408212689928063
2001-04-01,-1.0339913895658626,8.823744439591099,-0.2882615884898412,4.5258520180274,2.6609369062565342,-1.377089781939368,1.6871459975588845,-2.7579861559146934,0.0,-11.922983665748283,-2.2028469230130163,1.7936750320794044
2001-05-01,-1.5781362085845556,11.069324072042011,-1.88358886349535,4.032880466083485,2.6199894415733676,-0.4595936798698493,1.0093588953876929,-4.169070372624929,0.0,-5.087666327078063,-4.155202854216948,1.5140844591146174
2001-06-01,-2.5687401026078707,9.336704830296542,-2.787212250019449,3.4700980783777764,1.8933063171801816,0.7875951120060758,1.124185926036619,-5.339998427877226,0.0,6.18179913646002,-4.057148531526674,0.330450069166639
2001-07-01,-3.284417515446647,5.772716520795186,-3.0900628773890175,2.9971859054938736,0.8115905606166296,1.4617522644953502,1.2452860944446855,-5.131006956592257,0.0,12.011139941806391,-2.653096445664941,-0.6774873912400059
2001-08-01,-3.1471312215826526,2.3324407311218294,-2.929645955834949,2.7541302655731807,-0.2821174895864731,0.8767471325086954,0.725666393414468,-2.7439667875533704,0.0,4.851798854951254,-0.685706042034042,-0.6098853964410822
2001-09-01,-2.4359077070569186,-0.18178080152738058,-2.719771214176449,2.7633416757460947,-0.9724002889355852,-0.36011013697112504,-0.24806179142562568,0.5791100280760255,0.0,-8.950656924586694,1.1173022724466397,0.35685013378808195
2001-10-01,-1.7462175242964224,-1.3932196063005033,-2.9762652141048416,3.0038194526934934,-0.817117265162689,-1.1639466926343962,-1.1815046304290142,2.8429528707152274,0.0,-17.92068773979304,2.033723865264782,1.6489420808649644
2001-11-01,-1.5590804278960209,-1.0790504644937298,-4.058463277813992,3.4283712413339678,0.46826787538997167,-0.6546918697822282,-1.641521801520308,2.4532694617506836,0.0,-12.799621756782416,1.5316128769703927,2.7477713413055818
2001-12-01,-1.6213971844254336,0.005024192817964401,-5.325283346291912,3.822981261000283,2.161531204722614,0.734968680522705,-1.5892766930959,0.3841411905551775,0.0,1.461768465554881,0.29399336414090715,3.491006140400321
2002-01-01,-1.3913438808110787,0.7184527659466182,-5.742185089306507,3.90802305905658,3.1444959217765307,2.056049970324695,-1.1410100234471567,-1.3802242979598995,0.0,14.324219473617077,-0.5182700955545281,3.8564404140387434
