Date,Belgium,Denmark,Germany,Spain,France,Italy,Netherlands,Austria,Poland,Finland,Sweden,United States
2000-01-01,49.5,52.45,84.35,56.2,47.8,67.75,75.82,59.01,55.53,59.11,34.09,63.82
2000-02-01,49.78388053690992,52.84292195052436,83.80862276174405,56.26121937504578,47.99990716494049,68.1887042808232,76.76161235217131,59.85464438247475,55.52999999999896,59.57910542390358,34.52704172322372,64.18904804786293
2000-03-01,49.87316850860457,53.21873828000148,83.57680118474627,56.35550228613336,48.27248331349684,68.70536521868263,77.73320323340239,59.89626608732518,55.52999999999915,59.70869784239449,34.93435950776474,64.54116977335576
2000-04-01,49.85110535739375,53.58211796262071,83.58754673315894,56.496282073392265,48.592619953996675,69.267385245548,78.71832164695063,59.40474724459628,55.52999999999998,59.584914075747584,35.3120318488097,64.88257013477968
2000-05-01,49.80093252558726,53.93772997257133,83.77387087113433,56.696992076952014,48.935208594767566,69.84216679338904,79.70051659607344,58.649969984333005,55.53000000000082,59.29389094423766,35.66013724154523,65.21945409043583
2000-06-01,49.80589145549489,54.290243284042695,84.06878506282473,56.97106563694215,49.27514074413712,70.39711229417553,80.66333708402826,57.901816436580354,55.53000000000106,58.92176526813958,35.97875418115795,65.55802659862539
2000-07-01,49.94922358942643,54.6443268712241,84.40530077238239,57.331936093492175,49.58730791043294,70.89962417987718,81.59033211407248,57.43016873138328,55.530000000000086,58.55467386772814,36.26796116283451,65.90449261764948
2000-08-01,50.282909647009824,55.00341947627219,84.72082227047596,57.78604768520101,49.85587706813377,71.32785845928181,82.46581095466755,57.440690766008224,55.529999999997806,58.26396086697612,36.53346752920532,66.2643844776025
2000-09-01,50.71624063409211,55.36534444152006,84.97280481350765,58.30794286429057,50.10735310001813,71.70905589247681,83.27755310832744,57.84592201612921,55.52999999999661,58.053449058923746,36.80668465219404,66.64016429400705
2000-10-01,51.117818054172815,55.72632381781142,85.12442141152461,58.86306694642483,50.38031399752461,72.08445428285654,84.01432765202735,58.47481438460599,55.52999999999958,57.90770680487485,37.126353113052474,67.03341867776996
2000-11-01,51.384857903999496,56.07860522581557,85.14933044594838,59.4178367035626,50.70531387641472,72.48854553764842,84.6744700840655,59.148416526061894,55.53000000000778,57.81244485238981,37.51286622339975,67.4435186192248
2000-12-01,51.55415265942041,56.39505235429751,85.07232858834176,59.943410311011306,51.07376755273799,72.92291466178027,85.3029739135248,59.64926097037116,55.5300000000125,57.75895272933939,37.89712936389726,67.85902916639931
2001-01-01,51.704984065997934,56.642628119083206,84.9337798079709,60.412389301633986,51.46517522575033,73.37912928292344,85.95903607987499,59.74815533484864,55.53000000000204,57.740218231832806,38.18280638526431,68.26522586897508
2001-02-01,51.90182016830326,56.800039462385975,84.77352958576265,60.80724716658011,51.85887133260321,73.8494227597727,86.68673967441006,59.307674884431684,55.5299999999717,57.74819152028338,38.29905542283747,68.65017014970674
2001-03-01,52.13184881857327,56.90722531175931,84.62870116129632,61.16192072916551,52.233340863304804,74.32951145317053,87.45135778229579,58.66881824426136,55.529999999953326,57.76941119001858,38.3079766648828,69.01645098277051
2001-04-01,52.35715564288452,57.02401402693626,84.53553353310687,61.527063181596716,52.56679288962788,74.81624307605618,88.19256434695455,58.32798597399081,55.52999999999063,57.7886580466068,38.3148526647466,69.37137619552239
2001-05-01,52.5453723044279,57.196593138647444,84.51725587883271,61.9492706463203,52.84498645162861,75.30854295082185,88.85859052077201,58.657623116922,55.530000000103,57.795370086401775,38.40483477437556,69.7217349842319
2001-06-01,52.69512258293023,57.39504647979465,84.5245726688881,62.452472563904784,53.09577106129988,75.8169153481735,89.44544775638637,59.33868782911514,55.53000000017429,57.80495345356039,38.55071937269709,70.07141136334337
2001-07-01,52.81576621247359,57.563094862051095,84.48306514773792,63.05274642773896,53.36157675742688,76.35587559306167,89.96569904211425,59.8126008458785,55.53000000004141,57.84180989759553,38.68638204210254,70.42328296558372
2001-08-01,52.91949352116886,57.65746465105349,84.33193063109249,63.760884753084696,53.67593600515786,76.93711181608977,90.43520088014691,59.63358654284193,55.529999999625396,57.929842845430436,38.759819544703184,70.77999452819721
2001-09-01,53.03531616731371,57.71261003523691,84.09172862204136,64.55620222763883,54.01922491438592,77.55542538814402,90.88935849486354,59.030104596038065,55.529999999349414,58.08993108351079,38.803483854832365,71.14280747895984
2001-10-01,53.198456561165735,57.79168377933359,83.81305907583295,65.40639133222925,54.352193267364484,78.19938277033555,91.37079486710456,58.479555054639704,55.529999999822046,58.34183664404437,38.881009402016176,71.51247250173529
2001-11-01,53.438804395195156,57.94834694733884,83.54585866296581,66.28965253708746,54.64451981501071,78.85702232941304,91.91164322958186,58.38030976318348,55.53000000136123,58.69858648181138,39.04509781971355,71.89016803284196
2001-12-01,53.75213056768222,58.17535326539984,83.33552289498671,67.25141029851206,54.923104737421816,79.51307329506962,92.47697408406525,58.6235225367428,55.53000000242708,59.13020751281397,39.27831507134147,72.2798094017488
2002-01-01,54.12078725585111,58.44150196196652,83.22566127233948,68.36352787108663,55.23735306619491,80.15096343286005,93.00548255473173,58.90086132303857,55.530000000749034,59.589814990744216,39.535643173852215,72.68638834190145
2002-02-01,54.52617255185336,58.71529534317672,83.24901005454424,69.67104358379608,55.62948618274415,80.75723807060126,93.44645554301005,58.955130243120436,55.52999999505807,60.03430351426795,39.779583388216125,73.11371633669617
2002-03-01,54.943375691574396,58.963596201445284,83.36393159854997,71.03500587657119,56.092200840695874,81.33979662711423,93.82208900775514,58.88231339819802,55.529999990950444,60.44670582342096,40.02454116759503,73.55751105686497
